machine,sensor,signal,active,minutes,seconds,millis
feed_a,weight_a,0.06337844,0.01,0,27,400
feed_a,weight_a,0.05753967,0.01,0,27,600
feed_a,weight_a,0.05354653,0.01,0,27,800
feed_a,weight_a,0.04791766,0.01,0,28,0
feed_a,weight_a,0.07169993,0.01,0,28,200
feed_a,weight_a,0.07920527,0.01,0,28,400
feed_a,weight_a,0.03718081,0.01,0,28,600
feed_a,weight_a,0.02677817,0.01,0,28,800
feed_a,weight_a,0.0340562,0.01,0,29,0
feed_a,weight_a,0.0561431,0.01,0,29,200
feed_a,weight_a,0.0588459,0.01,0,29,400
feed_a,weight_a,0.04677254,0.01,0,29,600
feed_a,weight_a,0.03879686,0.01,0,29,800
feed_a,weight_a,0.08206462,0.01,0,30,0
feed_a,weight_a,0.03809037,0.01,0,30,200
feed_a,weight_a,0.05285112,0.01,0,30,400
feed_a,weight_a,0.0626945,0.01,0,30,600
feed_a,weight_a,0.07464918,0.01,0,30,800
feed_a,weight_a,0.0374289,0.01,0,31,0
feed_a,weight_a,0.04192584,0.01,0,31,200
feed_a,weight_a,0.03410505,0.01,0,31,400
feed_a,weight_a,0.04431842,0.01,0,31,600
feed_a,weight_a,0.05980224,0.01,0,31,800
feed_a,weight_a,0.04510395,0.01,0,32,0
feed_a,weight_a,0.03138286,0.01,0,32,200
feed_a,weight_a,0.04803665,0.01,0,32,400
feed_a,weight_a,0.03880292,0.01,0,32,600
feed_a,weight_a,0.02385852,0.01,0,32,800
feed_a,weight_a,0.04935843,0.01,0,33,0
feed_a,weight_a,0.02857723,0.01,0,33,200
feed_a,weight_a,0.04469343,0.01,0,33,400
feed_a,weight_a,0.0208486,0.01,0,33,600
feed_a,weight_a,0.04412518,0.01,0,33,800
feed_a,weight_a,0.02741697,0.01,0,34,0
feed_a,weight_a,0.05192292,0.01,0,34,200
feed_a,weight_a,0.04328103,0.01,0,34,400
feed_a,weight_a,0.05986851,0.01,0,34,600
feed_a,weight_a,0.04674911,0.01,0,34,800
feed_a,weight_a,0.04487836,0.01,0,35,0
feed_a,weight_a,0.03754844,0.01,0,35,200
feed_a,weight_a,0.08036562,0.01,0,35,400
feed_a,weight_a,0.06251589,0.01,0,35,600
feed_a,weight_a,0.04895507,0.01,0,35,800
feed_a,weight_a,0.02936418,0.01,0,36,0
feed_a,weight_a,0.06867327,0.01,0,36,200
feed_a,weight_a,0.07262013,0.01,0,36,400
feed_a,weight_a,0.05794093,0.01,0,36,600
feed_a,weight_a,0.02883205,0.01,0,36,800
feed_a,weight_a,0.02792645,0.01,0,37,0
feed_a,weight_a,0.04094659,0.01,0,37,200
feed_a,weight_a,0.02925782,0.01,0,37,400
feed_a,weight_a,0.06953209,0.01,0,37,600
feed_a,weight_a,0.03071979,0.01,0,37,800
feed_a,weight_a,0.03915298,0.01,0,38,0
feed_a,weight_a,0.05049068,0.01,0,38,200
feed_a,weight_a,0.0643369,0.01,0,38,400
feed_a,weight_a,0.06584254,0.01,0,38,600
feed_a,weight_a,0.04263715,0.01,0,38,800
feed_a,weight_a,0.05761172,0.01,0,39,0
feed_a,weight_a,0.03518677,0.01,0,39,200
feed_a,weight_a,0.03169591,0.01,0,39,400
feed_a,weight_a,0.07160862,0.01,0,39,600
feed_a,weight_a,0.06865762,0.01,0,39,800
feed_a,weight_a,0.06142599,0.01,0,40,0
feed_a,weight_a,0.06065675,0.01,0,40,200
feed_a,weight_a,0.05731378,0.01,0,40,400
feed_a,weight_a,0.04701245,0.01,0,40,600
feed_a,weight_a,0.03420628,0.01,0,40,800
feed_a,weight_a,0.07943067,0.01,0,41,0
feed_a,weight_a,0.05820015,0.01,0,41,200
feed_a,weight_a,0.0425131,0.01,0,41,400
feed_a,weight_a,0.01728751,0.01,0,41,600
feed_a,weight_a,0.07895759,0.01,0,41,800
feed_a,weight_a,0.06980555,0.01,0,42,0
feed_a,weight_a,0.04132433,0.01,0,42,200
feed_a,weight_a,0.03326277,0.01,0,42,400
feed_a,weight_a,0.0353433,0.01,0,42,600
feed_a,weight_a,0.04684407,0.01,0,42,800
feed_a,weight_a,0.03648053,0.01,0,43,0
feed_a,weight_a,0.06303983,0.01,0,43,200
feed_a,weight_a,0.04781156,0.01,0,43,400
feed_a,weight_a,0.05969767,0.01,0,43,600
feed_a,weight_a,0.04935507,0.01,0,43,800
feed_a,weight_a,0.06076477,0.01,0,44,0
feed_a,weight_a,0.04048574,0.01,0,44,200
feed_a,weight_a,0.04960213,0.01,0,44,400
feed_a,weight_a,0.06285081,0.01,0,44,600
feed_a,weight_a,0.03094001,0.01,0,44,800
feed_a,weight_a,0.0320304,0.01,0,45,0
feed_a,weight_a,0.07145147,0.01,0,45,200
feed_a,weight_a,0.04542796,0.01,0,45,400
feed_a,weight_a,0.06700158,0.01,0,45,600
feed_a,weight_a,0.028143,0.01,0,45,800
feed_a,weight_a,0.05466791,0.01,0,46,0
feed_a,weight_a,0.06294976,0.01,0,46,200
feed_a,weight_a,0.034222,0.01,0,46,400
feed_a,weight_a,0.0816552,0.01,0,46,600
feed_a,weight_a,0.05691732,0.01,0,46,800
feed_a,weight_a,0.05472647,0.01,0,47,0
feed_a,weight_a,0.05258564,0.01,0,47,200
feed_a,weight_a,0.03614738,0.01,0,47,400
feed_a,weight_a,0.05203552,0.01,0,47,600
feed_a,weight_a,0.05786128,0.01,0,47,800
feed_a,weight_a,0.06098601,0.01,0,48,0
feed_a,weight_a,0.0243479,0.01,0,48,200
feed_a,weight_a,0.06003655,0.01,0,48,400
feed_a,weight_a,0.03297297,0.01,0,48,600
feed_a,weight_a,0.06749936,0.01,0,48,800
feed_a,weight_a,0.05458861,0.01,0,49,0
feed_a,weight_a,0.07375513,0.01,0,49,200
feed_a,weight_a,0.0442077,0.01,0,49,400
feed_a,weight_a,0.0360185,0.01,0,49,600
feed_a,weight_a,0.7905002,0.1899147,0,49,800
feed_a,weight_a,0.7897668,0.8051591,0,50,0
feed_a,weight_a,0.7814432,0.8034096,0,50,200
feed_a,weight_a,0.7959652,0.812981,0,50,400
feed_a,weight_a,0.8035466,0.7944227,0,50,600
feed_a,weight_a,0.7804474,0.7799479,0,50,800
feed_a,weight_a,0.817954,0.8252922,0,51,0
feed_a,weight_a,0.7897722,0.8030379,0,51,200
feed_a,weight_a,0.7844025,0.8029756,0,51,400
feed_a,weight_a,0.8091526,0.7983165,0,51,600
feed_a,weight_a,0.7878081,0.7966904,0,51,800
feed_a,weight_a,0.7929509,0.8011296,0,52,0
feed_a,weight_a,0.8059791,0.8148957,0,52,200
feed_a,weight_a,0.7987061,0.8002687,0,52,400
feed_a,weight_a,0.80208,0.8084009,0,52,600
feed_a,weight_a,0.7984556,0.7911691,0,52,800
feed_a,weight_a,0.7996489,0.7940666,0,53,0
feed_a,weight_a,0.8239739,0.79737,0,53,200
feed_a,weight_a,0.8117262,0.8050736,0,53,400
feed_a,weight_a,0.8002049,0.8114323,0,53,600
feed_a,weight_a,0.7957566,0.7970976,0,53,800
feed_a,weight_a,0.7953932,0.7902752,0,54,0
feed_a,weight_a,0.8213958,0.7934994,0,54,200
feed_a,weight_a,0.7984525,0.8011556,0,54,400
feed_a,weight_a,0.7909813,0.7983623,0,54,600
feed_a,weight_a,0.8135443,0.8075411,0,54,800
feed_a,weight_a,0.7824934,0.799464,0,55,0
feed_a,weight_a,0.7960161,0.821238,0,55,200
feed_a,weight_a,0.7892252,0.8047265,0,55,400
feed_a,weight_a,0.7817954,0.7902347,0,55,600
feed_a,weight_a,0.06955909,0.01,0,55,800
feed_a,weight_a,0.0650796,0.01,0,56,0
feed_a,weight_a,0.07544057,0.01,0,56,200
feed_a,weight_a,0.04290245,0.01,0,56,400
feed_a,weight_a,0.03296184,0.01,0,56,600
feed_a,weight_a,0.05552832,0.01,0,56,800
feed_a,weight_a,0.03862802,0.01,0,57,0
feed_a,weight_a,0.04587264,0.01,0,57,200
feed_a,weight_a,0.03998173,0.01,0,57,400
feed_a,weight_a,0.05225039,0.01,0,57,600
feed_a,weight_a,0.04764687,0.01,0,57,800
feed_a,weight_a,0.03211862,0.01,0,58,0
feed_a,weight_a,0.05816742,0.01,0,58,200
feed_a,weight_a,0.03584638,0.01,0,58,400
feed_a,weight_a,0.04664691,0.01,0,58,600
feed_a,weight_a,0.06234987,0.01,0,58,800
feed_a,weight_a,0.03070233,0.01,0,59,0
feed_a,weight_a,0.0276129,0.01,0,59,200
feed_a,weight_a,0.07473503,0.01,0,59,400
feed_a,weight_a,0.05804855,0.01,0,59,600
feed_a,weight_a,0.05901863,0.01,0,59,800
feed_a,weight_a,0.04351739,0.01,1,0,0
feed_a,weight_a,0.05712552,0.01,1,0,200
feed_a,weight_a,0.02758438,0.01,1,0,400
feed_a,weight_a,0.05772091,0.01,1,0,600
feed_a,weight_a,0.0593813,0.01,1,0,800
feed_a,weight_a,0.04735989,0.01,1,1,0
feed_a,weight_a,0.05455776,0.01,1,1,200
feed_a,weight_a,0.05451477,0.01,1,1,400
feed_a,weight_a,0.0565632,0.01,1,1,600
feed_a,weight_a,0.04224043,0.01,1,1,800
feed_a,weight_a,0.06876359,0.01,1,2,0
feed_a,weight_a,0.02927031,0.01,1,2,200
feed_a,weight_a,0.05436708,0.01,1,2,400
feed_a,weight_a,0.06695729,0.01,1,2,600
feed_a,weight_a,0.06774568,0.01,1,2,800
feed_a,weight_a,0.06370202,0.01,1,3,0
feed_a,weight_a,0.06296778,0.01,1,3,200
feed_a,weight_a,0.02034678,0.01,1,3,400
feed_a,weight_a,0.02308732,0.01,1,3,600
feed_a,weight_a,0.05830567,0.01,1,3,800
feed_a,weight_a,0.04533501,0.01,1,4,0
feed_a,weight_a,0.03058331,0.01,1,4,200
feed_a,weight_a,0.05835365,0.01,1,4,400
feed_a,weight_a,0.05372117,0.01,1,4,600
feed_a,weight_a,0.06887889,0.01,1,4,800
feed_a,weight_a,0.04663743,0.01,1,5,0
feed_a,weight_a,0.02269859,0.01,1,5,200
feed_a,weight_a,0.03809418,0.01,1,5,400
feed_a,weight_a,0.05804514,0.01,1,5,600
feed_a,weight_a,0.06313737,0.01,1,5,800
feed_a,weight_a,0.03353074,0.01,1,6,0
feed_a,weight_a,0.07348952,0.01,1,6,200
feed_a,weight_a,0.07631536,0.01,1,6,400
feed_a,weight_a,0.05545047,0.01,1,6,600
feed_a,weight_a,0.05520813,0.01,1,6,800
feed_a,weight_a,0.05516769,0.01,1,7,0
feed_a,weight_a,0.04454091,0.01,1,7,200
feed_a,weight_a,0.0796562,0.01,1,7,400
feed_a,weight_a,0.0269446,0.01,1,7,600
feed_a,weight_a,0.06721602,0.01,1,7,800
feed_a,weight_a,0.04390887,0.01,1,8,0
feed_a,weight_a,0.04295603,0.01,1,8,200
feed_a,weight_a,0.05932561,0.01,1,8,400
feed_a,weight_a,0.06160076,0.01,1,8,600
feed_a,weight_a,0.8061563,0.119328,1,8,800
feed_a,weight_a,0.790515,0.7935812,1,9,0
feed_a,weight_a,0.8068613,0.8015501,1,9,200
feed_a,weight_a,0.8189782,0.7933631,1,9,400
feed_a,weight_a,0.7888215,0.7871575,1,9,600
feed_a,weight_a,0.8208837,0.8055028,1,9,800
feed_a,weight_a,0.8269666,0.8176021,1,10,0
feed_a,weight_a,0.8094281,0.7962646,1,10,200
feed_a,weight_a,0.7967274,0.7841104,1,10,400
feed_a,weight_a,0.7802947,0.7930637,1,10,600
feed_a,weight_a,0.807289,0.8068716,1,10,800
feed_a,weight_a,0.7856837,0.7973731,1,11,0
feed_a,weight_a,0.8045959,0.8042994,1,11,200
feed_a,weight_a,0.8319669,0.8019215,1,11,400
feed_a,weight_a,0.8290533,0.8123255,1,11,600
feed_a,weight_a,0.7755551,0.8030964,1,11,800
feed_a,weight_a,0.7797362,0.7936876,1,12,0
feed_a,weight_a,0.7910957,0.7947825,1,12,200
feed_a,weight_a,0.7986595,0.8010831,1,12,400
feed_a,weight_a,0.7948467,0.7951033,1,12,600
feed_a,weight_a,0.7907494,0.8072692,1,12,800
feed_a,weight_a,0.7926981,0.7974113,1,13,0
feed_a,weight_a,0.7873178,0.7861852,1,13,200
feed_a,weight_a,0.7801148,0.7976856,1,13,400
feed_a,weight_a,0.8027848,0.7957702,1,13,600
feed_a,weight_a,0.7956073,0.8035862,1,13,800
feed_a,weight_a,0.7844631,0.7863305,1,14,0
feed_a,weight_a,0.7821218,0.7952622,1,14,200
feed_a,weight_a,0.7852975,0.7953858,1,14,400
feed_a,weight_a,0.7839733,0.790948,1,14,600
feed_a,weight_a,0.04454465,0.01,1,14,800
feed_a,weight_a,0.07418658,0.01,1,15,0
feed_a,weight_a,0.03844095,0.01,1,15,200
feed_a,weight_a,0.06124923,0.01,1,15,400
feed_a,weight_a,0.04425243,0.01,1,15,600
feed_a,weight_a,0.05023524,0.01,1,15,800
feed_a,weight_a,0.05643146,0.01,1,16,0
feed_a,weight_a,0.04425974,0.01,1,16,200
feed_a,weight_a,0.05567874,0.01,1,16,400
feed_a,weight_a,0.07447217,0.01,1,16,600
feed_a,weight_a,0.05393439,0.01,1,16,800
feed_a,weight_a,0.06764871,0.01,1,17,0
feed_a,weight_a,0.05398234,0.01,1,17,200
feed_a,weight_a,0.04251674,0.01,1,17,400
feed_a,weight_a,0.05656473,0.01,1,17,600
feed_a,weight_a,0.04359785,0.01,1,17,800
feed_a,weight_a,0.04209531,0.01,1,18,0
feed_a,weight_a,0.05853134,0.01,1,18,200
feed_a,weight_a,0.02914565,0.01,1,18,400
feed_a,weight_a,0.05200954,0.01,1,18,600
feed_a,weight_a,0.0483393,0.01,1,18,800
feed_a,weight_a,0.0611784,0.01,1,19,0
feed_a,weight_a,0.02225636,0.01,1,19,200
feed_a,weight_a,0.0549232,0.01,1,19,400
feed_a,weight_a,0.02890453,0.01,1,19,600
feed_a,weight_a,0.00963775,0.01,1,19,800
feed_a,weight_a,0.05103007,0.01,1,20,0
feed_a,weight_a,0.02637485,0.01,1,20,200
feed_a,weight_a,0.03022987,0.01,1,20,400
feed_a,weight_a,0.06209498,0.01,1,20,600
feed_a,weight_a,0.0628018,0.01,1,20,800
feed_a,weight_a,0.03410121,0.01,1,21,0
feed_a,weight_a,0.05144683,0.01,1,21,200
feed_a,weight_a,0.05440136,0.01,1,21,400
feed_a,weight_a,0.05221729,0.01,1,21,600
feed_a,weight_a,0.05452819,0.01,1,21,800
feed_a,weight_a,0.05491632,0.01,1,22,0
feed_a,weight_a,0.0396646,0.01,1,22,200
feed_a,weight_a,0.04060664,0.01,1,22,400
feed_a,weight_a,0.0449891,0.01,1,22,600
feed_a,weight_a,0.04556174,0.01,1,22,800
feed_a,weight_a,0.0329779,0.01,1,23,0
feed_a,weight_a,0.05541136,0.01,1,23,200
feed_a,weight_a,0.03055617,0.01,1,23,400
feed_a,weight_a,0.05417004,0.01,1,23,600
feed_a,weight_a,0.04924502,0.01,1,23,800
feed_a,weight_a,0.0606032,0.01,1,24,0
feed_a,weight_a,0.04192044,0.01,1,24,200
feed_a,weight_a,0.04882598,0.01,1,24,400
feed_a,weight_a,0.04711088,0.01,1,24,600
feed_a,weight_a,0.09049501,0.01,1,24,800
feed_a,weight_a,0.07148065,0.01,1,25,0
feed_a,weight_a,0.04510719,0.01,1,25,200
feed_a,weight_a,0.0301441,0.01,1,25,400
feed_a,weight_a,0.03583763,0.01,1,25,600
feed_a,weight_a,0.03904209,0.01,1,25,800
feed_a,weight_a,0.07345391,0.01,1,26,0
feed_a,weight_a,0.04144197,0.01,1,26,200
feed_a,weight_a,0.06141529,0.01,1,26,400
feed_a,weight_a,0.05733913,0.01,1,26,600
feed_a,weight_a,0.03576429,0.01,1,26,800
feed_a,weight_a,0.04363477,0.01,1,27,0
feed_a,weight_a,0.04662188,0.01,1,27,200
feed_a,weight_a,0.0599325,0.01,1,27,400
feed_a,weight_a,0.04411752,0.01,1,27,600
feed_a,weight_a,0.06136165,0.01,1,27,800
feed_a,weight_a,0.057968,0.01,1,28,0
feed_a,weight_a,0.04547723,0.01,1,28,200
feed_a,weight_a,0.04412702,0.01,1,28,400
feed_a,weight_a,0.0807231,0.01,1,28,600
feed_a,weight_a,0.05369951,0.01,1,28,800
feed_a,weight_a,0.0348905,0.01,1,29,0
feed_a,weight_a,0.04146029,0.01,1,29,200
feed_a,weight_a,0.04474176,0.01,1,29,400
feed_a,weight_a,0.04991298,0.01,1,29,600
feed_a,weight_a,0.04390357,0.01,1,29,800
feed_a,weight_a,0.04702416,0.01,1,30,0
feed_a,weight_a,0.05640297,0.01,1,30,200
feed_a,weight_a,0.07043931,0.01,1,30,400
feed_a,weight_a,0.03844312,0.01,1,30,600
feed_a,weight_a,0.05225553,0.01,1,30,800
feed_a,weight_a,0.02857855,0.01,1,31,0
feed_a,weight_a,0.05721677,0.01,1,31,200
feed_a,weight_a,0.02544799,0.01,1,31,400
feed_a,weight_a,0.03837336,0.01,1,31,600
feed_a,weight_a,0.07035469,0.01,1,31,800
feed_a,weight_a,0.05232052,0.01,1,32,0
feed_a,weight_a,0.06680245,0.01,1,32,200
feed_a,weight_a,0.06386698,0.01,1,32,400
feed_a,weight_a,0.03154464,0.01,1,32,600
feed_a,weight_a,0.0660168,0.01,1,32,800
feed_a,weight_a,0.04395971,0.01,1,33,0
feed_a,weight_a,0.05489192,0.01,1,33,200
feed_a,weight_a,0.03338391,0.01,1,33,400
feed_a,weight_a,0.0452868,0.01,1,33,600
feed_a,weight_a,0.03805839,0.01,1,33,800
feed_a,weight_a,0.06840644,0.01,1,34,0
feed_a,weight_a,0.04578809,0.01,1,34,200
feed_a,weight_a,0.04616042,0.01,1,34,400
feed_a,weight_a,0.05773764,0.01,1,34,600
feed_a,weight_a,0.04738707,0.01,1,34,800
feed_a,weight_a,0.07072582,0.01,1,35,0
feed_a,weight_a,0.058794,0.01,1,35,200
feed_a,weight_a,0.03905739,0.01,1,35,400
feed_a,weight_a,0.0468824,0.01,1,35,600
feed_a,weight_a,0.05768099,0.01,1,35,800
feed_a,weight_a,0.05683936,0.01,1,36,0
feed_a,weight_a,0.04559292,0.01,1,36,200
feed_a,weight_a,0.0386585,0.01,1,36,400
feed_a,weight_a,0.04771926,0.01,1,36,600
feed_a,weight_a,0.04090857,0.01,1,36,800
feed_a,weight_a,0.04542543,0.01,1,37,0
feed_a,weight_a,0.05318729,0.01,1,37,200
feed_a,weight_a,0.07767589,0.01,1,37,400
feed_a,weight_a,0.04432322,0.01,1,37,600
feed_a,weight_a,0.06017784,0.01,1,37,800
feed_a,weight_a,0.04570773,0.01,1,38,0
feed_a,weight_a,0.0484323,0.01,1,38,200
feed_a,weight_a,0.02212637,0.01,1,38,400
feed_a,weight_a,0.07602223,0.01,1,38,600
feed_a,weight_a,0.03192298,0.01,1,38,800
feed_a,weight_a,0.02982506,0.01,1,39,0
feed_a,weight_a,0.03215978,0.01,1,39,200
feed_a,weight_a,0.08183807,0.01,1,39,400
feed_a,weight_a,0.04506756,0.01,1,39,600
feed_a,weight_a,0.03339613,0.01,1,39,800
feed_a,weight_a,0.03277971,0.01,1,40,0
feed_a,weight_a,0.03921062,0.01,1,40,200
feed_a,weight_a,0.03815823,0.01,1,40,400
feed_a,weight_a,0.04871796,0.01,1,40,600
feed_a,weight_a,0.06811863,0.01,1,40,800
feed_a,weight_a,0.04881282,0.01,1,41,0
feed_a,weight_a,0.04209365,0.01,1,41,200
feed_a,weight_a,0.06560419,0.01,1,41,400
feed_a,weight_a,0.009108536,0.01,1,41,600
feed_a,weight_a,0.06019008,0.01,1,41,800
feed_a,weight_a,0.05012961,0.01,1,42,0
feed_a,weight_a,0.05466791,0.01,1,42,200
feed_a,weight_a,0.05248304,0.01,1,42,400
feed_a,weight_a,0.06232399,0.01,1,42,600
feed_a,weight_a,0.06868844,0.01,1,42,800
feed_a,weight_a,0.02864144,0.01,1,43,0
feed_a,weight_a,0.03217579,0.01,1,43,200
feed_a,weight_a,0.03136644,0.01,1,43,400
feed_a,weight_a,0.06300743,0.01,1,43,600
feed_a,weight_a,0.05259445,0.01,1,43,800
feed_a,weight_a,0.04242908,0.01,1,44,0
feed_a,weight_a,0.04414578,0.01,1,44,200
feed_a,weight_a,0.05884003,0.01,1,44,400
feed_a,weight_a,0.0560032,0.01,1,44,600
feed_a,weight_a,0.06476282,0.01,1,44,800
feed_a,weight_a,0.06298247,0.01,1,45,0
feed_a,weight_a,0.04260814,0.01,1,45,200
feed_a,weight_a,0.07051203,0.01,1,45,400
feed_a,weight_a,0.05022436,0.01,1,45,600
feed_a,weight_a,0.04487136,0.01,1,45,800
feed_a,weight_a,0.04114581,0.01,1,46,0
feed_a,weight_a,0.02888078,0.01,1,46,200
