machine,sensor,signal,active,minutes,seconds,millis
feed_a,temp_a,0.06593792,0.01,0,7,800
feed_a,temp_a,0.04168775,0.01,0,8,0
feed_a,temp_a,0.04520194,0.01,0,8,200
feed_a,temp_a,0.05200443,0.01,0,8,400
feed_a,temp_a,0.7911715,0.8037021,0,8,600
feed_a,temp_a,0.8064362,0.8007012,0,8,800
feed_a,temp_a,0.8060932,0.7944773,0,9,0
feed_a,temp_a,0.8184651,0.8157951,0,9,200
feed_a,temp_a,0.7913914,0.8008057,0,9,400
feed_a,temp_a,0.7911807,0.7891538,0,9,600
feed_a,temp_a,0.7916282,0.7923943,0,9,800
feed_a,temp_a,0.802645,0.7998766,0,10,0
feed_a,temp_a,0.7980094,0.8144333,0,10,200
feed_a,temp_a,0.7989959,0.8048456,0,10,400
feed_a,temp_a,0.803458,0.8130909,0,10,600
feed_a,temp_a,0.7960302,0.7931549,0,10,800
feed_a,temp_a,0.802739,0.8033802,0,11,0
feed_a,temp_a,0.8205633,0.8036185,0,11,200
feed_a,temp_a,0.824962,0.8060822,0,11,400
feed_a,temp_a,0.7824734,0.7907701,0,11,600
feed_a,temp_a,0.8205699,0.7989445,0,11,800
feed_a,temp_a,0.7841069,0.7881134,0,12,0
feed_a,temp_a,0.8115868,0.804034,0,12,200
feed_a,temp_a,0.842085,0.8061596,0,12,400
feed_a,temp_a,0.7989556,0.7951427,0,12,600
feed_a,temp_a,0.7963003,0.7946129,0,12,800
feed_a,temp_a,0.7889014,0.79425,0,13,0
feed_a,temp_a,0.8293687,0.8056388,0,13,200
feed_a,temp_a,0.7973017,0.7897163,0,13,400
feed_a,temp_a,0.7817936,0.8004657,0,13,600
feed_a,temp_a,0.798163,0.8087274,0,13,800
feed_a,temp_a,0.8162547,0.8074084,0,14,0
feed_a,temp_a,0.781723,0.7936901,0,14,200
feed_a,temp_a,0.817936,0.8108026,0,14,400
feed_a,temp_a,0.7855236,0.7991263,0,14,600
feed_a,temp_a,0.7789013,0.8007822,0,14,800
feed_a,temp_a,0.7878423,0.800236,0,15,0
feed_a,temp_a,0.7741942,0.8043784,0,15,200
feed_a,temp_a,0.7967791,0.7928455,0,15,400
feed_a,temp_a,0.8060844,0.8033338,0,15,600
feed_a,temp_a,0.8012653,0.8099801,0,15,800
feed_a,temp_a,0.8050064,0.8005362,0,16,0
feed_a,temp_a,0.806965,0.7874361,0,16,200
feed_a,temp_a,0.7821988,0.8081642,0,16,400
feed_a,temp_a,0.8050658,0.7960748,0,16,600
feed_a,temp_a,0.8004456,0.7947232,0,16,800
feed_a,temp_a,0.8029834,0.811633,0,17,0
feed_a,temp_a,0.7984221,0.7967518,0,17,200
feed_a,temp_a,0.8080696,0.8150292,0,17,400
feed_a,temp_a,0.7945298,0.7934756,0,17,600
feed_a,temp_a,0.7974242,0.8078491,0,17,800
feed_a,temp_a,0.8102298,0.8103184,0,18,0
feed_a,temp_a,0.8186531,0.7913792,0,18,200
feed_a,temp_a,0.7783997,0.7823059,0,18,400
feed_a,temp_a,0.806041,0.7900034,0,18,600
feed_a,temp_a,0.8282306,0.8153043,0,18,800
feed_a,temp_a,0.7918274,0.7891114,0,19,0
feed_a,temp_a,0.80741,0.8070943,0,19,200
feed_a,temp_a,0.7974988,0.7836546,0,19,400
feed_a,temp_a,0.8020524,0.7955141,0,19,600
feed_a,temp_a,0.8206938,0.8216498,0,19,800
feed_a,temp_a,0.7957194,0.7972539,0,20,0
feed_a,temp_a,0.8183356,0.8182008,0,20,200
feed_a,temp_a,0.7824251,0.7928191,0,20,400
feed_a,temp_a,0.7734217,0.7982514,0,20,600
feed_a,temp_a,0.8105434,0.7927111,0,20,800
feed_a,temp_a,0.828436,0.8062632,0,21,0
feed_a,temp_a,0.7911809,0.7937165,0,21,200
feed_a,temp_a,0.7751452,0.7885033,0,21,400
feed_a,temp_a,0.8119539,0.791547,0,21,600
feed_a,temp_a,0.8044691,0.8024888,0,21,800
feed_a,temp_a,0.799438,0.8018451,0,22,0
feed_a,temp_a,0.7830362,0.7862262,0,22,200
feed_a,temp_a,0.7935524,0.7841641,0,22,400
feed_a,temp_a,0.7548021,0.7883102,0,22,600
feed_a,temp_a,0.8144382,0.8102092,0,22,800
feed_a,temp_a,0.7798714,0.7888153,0,23,0
feed_a,temp_a,0.7953426,0.8123064,0,23,200
feed_a,temp_a,0.7943665,0.7950075,0,23,400
feed_a,temp_a,0.7700388,0.8008839,0,23,600
feed_a,temp_a,0.7850675,0.8018709,0,23,800
feed_a,temp_a,0.7938794,0.8021599,0,24,0
feed_a,temp_a,0.8119446,0.8093656,0,24,200
feed_a,temp_a,0.7829545,0.7982043,0,24,400
feed_a,temp_a,0.8031709,0.8084818,0,24,600
feed_a,temp_a,0.8268976,0.8096614,0,24,800
feed_a,temp_a,0.7842925,0.804856,0,25,0
feed_a,temp_a,0.7818736,0.795837,0,25,200
feed_a,temp_a,0.7864839,0.7988201,0,25,400
feed_a,temp_a,0.8304557,0.7976582,0,25,600
feed_a,temp_a,0.8036041,0.801321,0,25,800
feed_a,temp_a,0.7913054,0.8117233,0,26,0
feed_a,temp_a,0.7834132,0.7986692,0,26,200
feed_a,temp_a,0.8022692,0.7951111,0,26,400
feed_a,temp_a,0.8156156,0.8134869,0,26,600
feed_a,temp_a,0.782983,0.7960977,0,26,800
feed_a,temp_a,0.796972,0.8045144,0,27,0
feed_a,temp_a,0.8077533,0.7904626,0,27,200
feed_a,temp_a,0.810203,0.8050387,0,27,400
feed_a,temp_a,0.7941713,0.7866782,0,27,600
feed_a,temp_a,0.8085122,0.7979113,0,27,800
feed_a,temp_a,0.7895012,0.8056793,0,28,0
feed_a,temp_a,0.8029,0.800946,0,28,200
feed_a,temp_a,0.7874932,0.7887935,0,28,400
feed_a,temp_a,0.7828877,0.7845695,0,28,600
feed_a,temp_a,0.8177688,0.8152245,0,28,800
feed_a,temp_a,0.05347428,0.01,0,29,0
feed_a,temp_a,0.04174151,0.01,0,29,200
feed_a,temp_a,0.06380145,0.01,0,29,400
feed_a,temp_a,0.03210117,0.01,0,29,600
feed_a,temp_a,0.03489038,0.01,0,29,800
feed_a,temp_a,0.0544402,0.01,0,30,0
feed_a,temp_a,0.04083088,0.01,0,30,200
feed_a,temp_a,0.06301594,0.01,0,30,400
feed_a,temp_a,0.06367662,0.01,0,30,600
feed_a,temp_a,0.03439922,0.01,0,30,800
feed_a,temp_a,0.07560741,0.01,0,31,0
feed_a,temp_a,0.02880441,0.01,0,31,200
feed_a,temp_a,0.05751314,0.01,0,31,400
feed_a,temp_a,0.05565389,0.01,0,31,600
feed_a,temp_a,0.04374954,0.01,0,31,800
feed_a,temp_a,0.06300997,0.01,0,32,0
feed_a,temp_a,0.06309114,0.01,0,32,200
feed_a,temp_a,0.05391941,0.01,0,32,400
feed_a,temp_a,0.04244568,0.01,0,32,600
feed_a,temp_a,0.07868274,0.01,0,32,800
feed_a,temp_a,0.05718763,0.01,0,33,0
feed_a,temp_a,0.04431348,0.01,0,33,200
feed_a,temp_a,0.05085518,0.01,0,33,400
feed_a,temp_a,0.05349202,0.01,0,33,600
feed_a,temp_a,0.0638272,0.01,0,33,800
feed_a,temp_a,0.04657036,0.01,0,34,0
feed_a,temp_a,0.06203561,0.01,0,34,200
feed_a,temp_a,0.04221342,0.01,0,34,400
feed_a,temp_a,0.04974077,0.01,0,34,600
feed_a,temp_a,0.04302821,0.01,0,34,800
feed_a,temp_a,0.05383516,0.01,0,35,0
feed_a,temp_a,0.06515562,0.01,0,35,200
feed_a,temp_a,0.07594053,0.01,0,35,400
feed_a,temp_a,0.07154062,0.01,0,35,600
feed_a,temp_a,0.02739419,0.01,0,35,800
feed_a,temp_a,0.05805962,0.01,0,36,0
feed_a,temp_a,0.05290028,0.01,0,36,200
feed_a,temp_a,0.04949223,0.01,0,36,400
feed_a,temp_a,0.05664486,0.01,0,36,600
feed_a,temp_a,0.07659954,0.01,0,36,800
feed_a,temp_a,0.06036503,0.01,0,37,0
feed_a,temp_a,0.05246959,0.01,0,37,200
feed_a,temp_a,0.05479252,0.01,0,37,400
feed_a,temp_a,0.04837653,0.01,0,37,600
feed_a,temp_a,0.02710634,0.01,0,37,800
feed_a,temp_a,0.0340682,0.01,0,38,0
feed_a,temp_a,0.02764677,0.01,0,38,200
feed_a,temp_a,0.07148476,0.01,0,38,400
feed_a,temp_a,0.05197902,0.01,0,38,600
feed_a,temp_a,0.04362207,0.01,0,38,800
feed_a,temp_a,0.058683,0.01,0,39,0
feed_a,temp_a,0.08288006,0.01,0,39,200
feed_a,temp_a,0.03291239,0.01,0,39,400
feed_a,temp_a,0.05829691,0.01,0,39,600
feed_a,temp_a,0.04517681,0.01,0,39,800
feed_a,temp_a,0.06408635,0.01,0,40,0
feed_a,temp_a,0.05358066,0.01,0,40,200
feed_a,temp_a,0.03954013,0.01,0,40,400
feed_a,temp_a,0.0557474,0.01,0,40,600
feed_a,temp_a,0.06076306,0.01,0,40,800
feed_a,temp_a,0.0360713,0.01,0,41,0
feed_a,temp_a,0.04625852,0.01,0,41,200
feed_a,temp_a,0.0866868,0.01,0,41,400
feed_a,temp_a,0.04159269,0.01,0,41,600
feed_a,temp_a,0.05640865,0.01,0,41,800
feed_a,temp_a,0.03500699,0.01,0,42,0
feed_a,temp_a,0.04071095,0.01,0,42,200
feed_a,temp_a,0.04610752,0.01,0,42,400
feed_a,temp_a,0.07373833,0.01,0,42,600
feed_a,temp_a,0.0394477,0.01,0,42,800
feed_a,temp_a,0.06627252,0.01,0,43,0
feed_a,temp_a,0.05897749,0.01,0,43,200
feed_a,temp_a,0.06200018,0.01,0,43,400
feed_a,temp_a,0.04526474,0.01,0,43,600
feed_a,temp_a,0.07642745,0.01,0,43,800
feed_a,temp_a,0.04688924,0.01,0,44,0
feed_a,temp_a,0.03228011,0.01,0,44,200
feed_a,temp_a,0.0472816,0.01,0,44,400
feed_a,temp_a,0.05664096,0.01,0,44,600
feed_a,temp_a,0.04320557,0.01,0,44,800
feed_a,temp_a,0.06873418,0.01,0,45,0
feed_a,temp_a,0.0535851,0.01,0,45,200
feed_a,temp_a,0.07500042,0.01,0,45,400
feed_a,temp_a,0.03652617,0.01,0,45,600
feed_a,temp_a,0.04917033,0.01,0,45,800
feed_a,temp_a,0.03620213,0.01,0,46,0
feed_a,temp_a,0.05206891,0.01,0,46,200
feed_a,temp_a,0.02303615,0.01,0,46,400
feed_a,temp_a,0.04164777,0.01,0,46,600
feed_a,temp_a,0.05711206,0.01,0,46,800
feed_a,temp_a,0.04757221,0.01,0,47,0
feed_a,temp_a,0.03307721,0.01,0,47,200
feed_a,temp_a,0.06179763,0.01,0,47,400
feed_a,temp_a,0.02674922,0.01,0,47,600
feed_a,temp_a,0.03444269,0.01,0,47,800
feed_a,temp_a,0.0690592,0.01,0,48,0
feed_a,temp_a,0.03357254,0.01,0,48,200
feed_a,temp_a,0.04433796,0.01,0,48,400
feed_a,temp_a,0.05052516,0.01,0,48,600
feed_a,temp_a,0.06890202,0.01,0,48,800
feed_a,temp_a,0.05511392,0.01,0,49,0
feed_a,temp_a,0.03544152,0.01,0,49,200
feed_a,temp_a,0.06534208,0.01,0,49,400
feed_a,temp_a,0.06311706,0.01,0,49,600
feed_a,temp_a,0.05355554,0.01,0,49,800
feed_a,temp_a,0.07042973,0.01,0,50,0
feed_a,temp_a,0.04839632,0.01,0,50,200
feed_a,temp_a,0.04338986,0.01,0,50,400
feed_a,temp_a,0.03730978,0.01,0,50,600
feed_a,temp_a,0.05206943,0.01,0,50,800
feed_a,temp_a,0.06888389,0.01,0,51,0
feed_a,temp_a,0.02744368,0.01,0,51,200
feed_a,temp_a,0.06280764,0.01,0,51,400
feed_a,temp_a,0.03789668,0.01,0,51,600
feed_a,temp_a,0.0450366,0.01,0,51,800
feed_a,temp_a,0.06263979,0.01,0,52,0
feed_a,temp_a,0.05277836,0.01,0,52,200
feed_a,temp_a,0.08408485,0.01,0,52,400
feed_a,temp_a,0.04879959,0.01,0,52,600
feed_a,temp_a,0.07546148,0.01,0,52,800
feed_a,temp_a,0.05176595,0.01,0,53,0
feed_a,temp_a,0.02636508,0.01,0,53,200
feed_a,temp_a,0.03125608,0.01,0,53,400
feed_a,temp_a,0.05032116,0.01,0,53,600
feed_a,temp_a,0.02679543,0.01,0,53,800
feed_a,temp_a,0.05263447,0.01,0,54,0
feed_a,temp_a,0.05576825,0.01,0,54,200
feed_a,temp_a,0.08441339,0.01,0,54,400
feed_a,temp_a,0.05772986,0.01,0,54,600
feed_a,temp_a,0.03569132,0.01,0,54,800
feed_a,temp_a,0.03748648,0.01,0,55,0
feed_a,temp_a,0.03919675,0.01,0,55,200
feed_a,temp_a,0.02875422,0.01,0,55,400
feed_a,temp_a,0.05746379,0.01,0,55,600
feed_a,temp_a,0.01989789,0.01,0,55,800
feed_a,temp_a,0.03150888,0.01,0,56,0
feed_a,temp_a,0.03877873,0.01,0,56,200
feed_a,temp_a,0.04980739,0.01,0,56,400
feed_a,temp_a,0.0677267,0.01,0,56,600
feed_a,temp_a,0.05179854,0.01,0,56,800
feed_a,temp_a,0.04745246,0.01,0,57,0
feed_a,temp_a,0.06001924,0.01,0,57,200
feed_a,temp_a,0.04340822,0.01,0,57,400
feed_a,temp_a,0.03943556,0.01,0,57,600
feed_a,temp_a,0.08333313,0.01,0,57,800
feed_a,temp_a,0.04966001,0.01,0,58,0
feed_a,temp_a,0.04342461,0.01,0,58,200
feed_a,temp_a,0.04824282,0.01,0,58,400
feed_a,temp_a,0.04659107,0.01,0,58,600
feed_a,temp_a,0.05523591,0.01,0,58,800
feed_a,temp_a,0.03468885,0.01,0,59,0
feed_a,temp_a,0.05518607,0.01,0,59,200
feed_a,temp_a,0.0336214,0.01,0,59,400
feed_a,temp_a,0.04791669,0.01,0,59,600
feed_a,temp_a,0.03135721,0.01,0,59,800
feed_a,temp_a,0.03786396,0.01,1,0,0
feed_a,temp_a,0.05363555,0.01,1,0,200
feed_a,temp_a,0.04836887,0.01,1,0,400
feed_a,temp_a,0.06219089,0.01,1,0,600
feed_a,temp_a,0.04815434,0.01,1,0,800
feed_a,temp_a,0.03230744,0.01,1,1,0
feed_a,temp_a,0.03910245,0.01,1,1,200
feed_a,temp_a,0.07757652,0.01,1,1,400
feed_a,temp_a,0.03885883,0.01,1,1,600
feed_a,temp_a,0.04861548,0.01,1,1,800
feed_a,temp_a,0.07367757,0.01,1,2,0
feed_a,temp_a,0.05459714,0.01,1,2,200
feed_a,temp_a,0.05771276,0.01,1,2,400
feed_a,temp_a,0.03752037,0.01,1,2,600
feed_a,temp_a,0.0474248,0.01,1,2,800
feed_a,temp_a,0.04717923,0.01,1,3,0
feed_a,temp_a,0.03794156,0.01,1,3,200
feed_a,temp_a,0.05919385,0.01,1,3,400
feed_a,temp_a,0.04265633,0.01,1,3,600
feed_a,temp_a,0.04599338,0.01,1,3,800
feed_a,temp_a,0.03237073,0.01,1,4,0
feed_a,temp_a,0.04322886,0.01,1,4,200
feed_a,temp_a,0.04428904,0.01,1,4,400
feed_a,temp_a,0.06218261,0.01,1,4,600
feed_a,temp_a,0.07719516,0.01,1,4,800
feed_a,temp_a,0.05609369,0.01,1,5,0
feed_a,temp_a,0.04970571,0.01,1,5,200
feed_a,temp_a,0.06798459,0.01,1,5,400
feed_a,temp_a,0.04992449,0.01,1,5,600
feed_a,temp_a,0.05561823,0.01,1,5,800
feed_a,temp_a,0.04851399,0.01,1,6,0
feed_a,temp_a,0.04673857,0.01,1,6,200
feed_a,temp_a,0.07494973,0.01,1,6,400
feed_a,temp_a,0.06212596,0.01,1,6,600
feed_a,temp_a,0.0504747,0.01,1,6,800
feed_a,temp_a,0.040882,0.01,1,7,0
feed_a,temp_a,0.05111406,0.01,1,7,200
feed_a,temp_a,0.08250789,0.01,1,7,400
feed_a,temp_a,0.04607683,0.01,1,7,600
feed_a,temp_a,0.05852442,0.01,1,7,800
feed_a,temp_a,0.04074095,0.01,1,8,0
feed_a,temp_a,0.06395917,0.01,1,8,200
feed_a,temp_a,0.03675307,0.01,1,8,400
feed_a,temp_a,0.02777337,0.01,1,8,600
feed_a,temp_a,0.07393834,0.01,1,8,800
feed_a,temp_a,0.03624943,0.01,1,9,0
feed_a,temp_a,0.06794347,0.01,1,9,200
feed_a,temp_a,0.02363496,0.01,1,9,400
feed_a,temp_a,0.04179086,0.01,1,9,600
feed_a,temp_a,0.05174018,0.01,1,9,800
feed_a,temp_a,0.05826319,0.01,1,10,0
feed_a,temp_a,0.07190718,0.01,1,10,200
feed_a,temp_a,0.04461566,0.01,1,10,400
feed_a,temp_a,0.03795644,0.01,1,10,600
feed_a,temp_a,0.03905733,0.01,1,10,800
feed_a,temp_a,0.08010203,0.01,1,11,0
feed_a,temp_a,0.04874118,0.01,1,11,200
feed_a,temp_a,0.0437602,0.01,1,11,400
feed_a,temp_a,0.06105978,0.01,1,11,600
feed_a,temp_a,0.03307632,0.01,1,11,800
feed_a,temp_a,0.03874457,0.01,1,12,0
feed_a,temp_a,0.04426581,0.01,1,12,200
feed_a,temp_a,0.01787953,0.01,1,12,400
feed_a,temp_a,0.04389972,0.01,1,12,600
feed_a,temp_a,0.08246783,0.01,1,12,800
feed_a,temp_a,0.03678782,0.01,1,13,0
feed_a,temp_a,0.02410262,0.01,1,13,200
feed_a,temp_a,0.02556037,0.01,1,13,400
feed_a,temp_a,0.03774818,0.01,1,13,600
feed_a,temp_a,0.04854192,0.01,1,13,800
feed_a,temp_a,0.05288057,0.01,1,14,0
feed_a,temp_a,0.07901644,0.01,1,14,200
feed_a,temp_a,0.05587504,0.01,1,14,400
feed_a,temp_a,0.0279621,0.01,1,14,600
feed_a,temp_a,0.7739714,0.499454,1,14,800
feed_a,temp_a,0.7922758,0.7969076,1,15,0
feed_a,temp_a,0.7867384,0.7987434,1,15,200
feed_a,temp_a,0.8175361,0.7998925,1,15,400
feed_a,temp_a,0.8166005,0.801275,1,15,600
feed_a,temp_a,0.7999269,0.7951359,1,15,800
feed_a,temp_a,0.8199132,0.7980488,1,16,0
feed_a,temp_a,0.7996408,0.8019587,1,16,200
feed_a,temp_a,0.8047654,0.8133424,1,16,400
feed_a,temp_a,0.7955048,0.7898374,1,16,600
feed_a,temp_a,0.7905314,0.792364,1,16,800
feed_a,temp_a,0.8025312,0.8030099,1,17,0
feed_a,temp_a,0.8151367,0.8113211,1,17,200
feed_a,temp_a,0.8229868,0.8073186,1,17,400
feed_a,temp_a,0.8071775,0.7949835,1,17,600
feed_a,temp_a,0.8117213,0.820302,1,17,800
feed_a,temp_a,0.8136752,0.807225,1,18,0
feed_a,temp_a,0.8120136,0.8078198,1,18,200
feed_a,temp_a,0.8127044,0.7970943,1,18,400
feed_a,temp_a,0.7874572,0.7869734,1,18,600
feed_a,temp_a,0.7992678,0.8081804,1,18,800
feed_a,temp_a,0.7956186,0.8009558,1,19,0
feed_a,temp_a,0.8024206,0.797784,1,19,200
feed_a,temp_a,0.8052772,0.7995886,1,19,400
feed_a,temp_a,0.7824473,0.7833047,1,19,600
feed_a,temp_a,0.8054685,0.8046097,1,19,800
feed_a,temp_a,0.7831738,0.8140044,1,20,0
feed_a,temp_a,0.8023826,0.7999789,1,20,200
feed_a,temp_a,0.7991986,0.7939076,1,20,400
feed_a,temp_a,0.7877224,0.8070706,1,20,600
feed_a,temp_a,0.8086468,0.8070352,1,20,800
feed_a,temp_a,0.8119501,0.8040681,1,21,0
feed_a,temp_a,0.8043251,0.7963712,1,21,200
feed_a,temp_a,0.8174286,0.7839425,1,21,400
feed_a,temp_a,0.7838486,0.8066672,1,21,600
feed_a,temp_a,0.8055028,0.8025578,1,21,800
feed_a,temp_a,0.8052131,0.7981798,1,22,0
feed_a,temp_a,0.7956478,0.7890401,1,22,200
feed_a,temp_a,0.7962243,0.801667,1,22,400
feed_a,temp_a,0.7875379,0.8009726,1,22,600
feed_a,temp_a,0.8141016,0.811944,1,22,800
feed_a,temp_a,0.8007722,0.8066207,1,23,0
feed_a,temp_a,0.8049056,0.7920149,1,23,200
feed_a,temp_a,0.8132619,0.7892139,1,23,400
feed_a,temp_a,0.818393,0.7952308,1,23,600
feed_a,temp_a,0.7912785,0.7963763,1,23,800
feed_a,temp_a,0.7844886,0.7919682,1,24,0
feed_a,temp_a,0.803841,0.7957198,1,24,200
feed_a,temp_a,0.7965626,0.8064498,1,24,400
feed_a,temp_a,0.7903256,0.8091772,1,24,600
feed_a,temp_a,0.8013347,0.7947669,1,24,800
feed_a,temp_a,0.7950221,0.8065236,1,25,0
feed_a,temp_a,0.7996226,0.7894889,1,25,200
feed_a,temp_a,0.8118396,0.7999456,1,25,400
feed_a,temp_a,0.8012266,0.8026847,1,25,600
feed_a,temp_a,0.7702047,0.798044,1,25,800
feed_a,temp_a,0.7818942,0.7965558,1,26,0
feed_a,temp_a,0.8260629,0.8031426,1,26,200
feed_a,temp_a,0.8066971,0.808377,1,26,400
feed_a,temp_a,0.772526,0.7794455,1,26,600
feed_a,temp_a,0.8066131,0.7969895,1,26,800
feed_a,temp_a,0.7993843,0.8008257,1,27,0
feed_a,temp_a,0.8192331,0.8038236,1,27,200
feed_a,temp_a,0.7989975,0.7983557,1,27,400
feed_a,temp_a,0.805688,0.7989926,1,27,600
feed_a,temp_a,0.7840472,0.7917618,1,27,800
feed_a,temp_a,0.7853749,0.802936,1,28,0
feed_a,temp_a,0.8000139,0.8058528,1,28,200
feed_a,temp_a,0.7899472,0.800015,1,28,400
feed_a,temp_a,0.7816906,0.7944315,1,28,600
feed_a,temp_a,0.7951936,0.7938928,1,28,800
feed_a,temp_a,0.8054589,0.8032826,1,29,0
feed_a,temp_a,0.7973763,0.8111956,1,29,200
feed_a,temp_a,0.8100788,0.8046875,1,29,400
feed_a,temp_a,0.8108477,0.8042451,1,29,600
feed_a,temp_a,0.7884822,0.7923733,1,29,800
feed_a,temp_a,0.7855293,0.7816926,1,30,0
feed_a,temp_a,0.7847742,0.7974565,1,30,200
feed_a,temp_a,0.7706939,0.7887873,1,30,400
feed_a,temp_a,0.7975235,0.7994523,1,30,600
feed_a,temp_a,0.7933444,0.798123,1,30,800
feed_a,temp_a,0.8150879,0.8139288,1,31,0
feed_a,temp_a,0.8390883,0.8045227,1,31,200
feed_a,temp_a,0.7919219,0.8012417,1,31,400
feed_a,temp_a,0.7995626,0.8144959,1,31,600
feed_a,temp_a,0.8126231,0.8009124,1,31,800
feed_a,temp_a,0.8047348,0.7960238,1,32,0
feed_a,temp_a,0.7919253,0.7859398,1,32,200
feed_a,temp_a,0.7793936,0.7956936,1,32,400
feed_a,temp_a,0.7995128,0.7884445,1,32,600
feed_a,temp_a,0.7988514,0.7987983,1,32,800
feed_a,temp_a,0.8067339,0.7861025,1,33,0
feed_a,temp_a,0.8046141,0.7945425,1,33,200
feed_a,temp_a,0.8128325,0.7956961,1,33,400
feed_a,temp_a,0.8334845,0.8109881,1,33,600
feed_a,temp_a,0.8090552,0.8036657,1,33,800
feed_a,temp_a,0.8062194,0.7947989,1,34,0
feed_a,temp_a,0.7945418,0.7917223,1,34,200
feed_a,temp_a,0.7779304,0.785697,1,34,400
feed_a,temp_a,0.7703696,0.7982907,1,34,600
feed_a,temp_a,0.779127,0.7919332,1,34,800
feed_a,temp_a,0.7978306,0.7961811,1,35,0
feed_a,temp_a,0.7889684,0.7917041,1,35,200
feed_a,temp_a,0.0703605,0.01,1,35,400
feed_a,temp_a,0.04357506,0.01,1,35,600
feed_a,temp_a,0.05005979,0.01,1,35,800
feed_a,temp_a,0.0543148,0.01,1,36,0
feed_a,temp_a,0.03148153,0.01,1,36,200
feed_a,temp_a,0.03587647,0.01,1,36,400
feed_a,temp_a,0.04645867,0.01,1,36,600
feed_a,temp_a,0.0581662,0.01,1,36,800
feed_a,temp_a,0.02396386,0.01,1,37,0
feed_a,temp_a,0.04012316,0.01,1,37,200
feed_a,temp_a,0.05483605,0.01,1,37,400
feed_a,temp_a,0.04875065,0.01,1,37,600
feed_a,temp_a,0.05162156,0.01,1,37,800
feed_a,temp_a,0.03545855,0.01,1,38,0
feed_a,temp_a,0.032442,0.01,1,38,200
feed_a,temp_a,0.06994669,0.01,1,38,400
feed_a,temp_a,0.05753517,0.01,1,38,600
feed_a,temp_a,0.07500778,0.01,1,38,800
feed_a,temp_a,0.05849817,0.01,1,39,0
feed_a,temp_a,0.06589392,0.01,1,39,200
feed_a,temp_a,0.0636386,0.01,1,39,400
feed_a,temp_a,0.04787259,0.01,1,39,600
feed_a,temp_a,0.02215312,0.01,1,39,800
feed_a,temp_a,0.05007389,0.01,1,40,0
feed_a,temp_a,0.05702337,0.01,1,40,200
feed_a,temp_a,0.05746235,0.01,1,40,400
feed_a,temp_a,0.0179865,0.01,1,40,600
feed_a,temp_a,0.03894963,0.01,1,40,800
feed_a,temp_a,0.05304111,0.01,1,41,0
feed_a,temp_a,0.04901752,0.01,1,41,200
feed_a,temp_a,0.06598184,0.01,1,41,400
feed_a,temp_a,0.0600225,0.01,1,41,600
feed_a,temp_a,0.0674583,0.01,1,41,800
feed_a,temp_a,0.02714987,0.01,1,42,0
feed_a,temp_a,0.06647353,0.01,1,42,200
feed_a,temp_a,0.05928586,0.01,1,42,400
feed_a,temp_a,0.02379874,0.01,1,42,600
feed_a,temp_a,0.04051016,0.01,1,42,800
feed_a,temp_a,0.04493858,0.01,1,43,0
feed_a,temp_a,0.05887555,0.01,1,43,200
feed_a,temp_a,0.0407867,0.01,1,43,400
feed_a,temp_a,0.03507699,0.01,1,43,600
feed_a,temp_a,0.04899256,0.01,1,43,800
feed_a,temp_a,0.03044664,0.01,1,44,0
feed_a,temp_a,0.06771955,0.01,1,44,200
